Text,Label,Num_words,Length_class
.@USER An adult male from Washington State is the 10th death in Hawaii associated with COVID-19. He was in the 40-59-year age group and had no previous medical conditions. HTTPURL,INFORMATIVE,30,1
@USER @USER why still namaz offered with huge crowd in every masjid.. When almost all temple are closed.. use force to implement regulation..must remember maharastra is no 1in covid cases,UNINFORMATIVE,30,1
"Gary Holmberg, a retired District of Columbia firefighter who had volunteered to help Hurricane Katrina families, died March 29. A daughter, Tracy Shavell, said he died of pneumonia and had tested positive for the coronavirus. HTTPURL",INFORMATIVE,36,1
#YangGang: My Mom (Ohio) is recovering from AML (leukemia) and is on immunosuppressants. 💊 I am trying to decide how seriously to take this #Coronavirus #COVIDー19 thing while also keeping her in mind. Any suggestions as to what I should be purchasing for her? Thanks. 🙏,UNINFORMATIVE,46,2
Latest #COVIDー19 stats for Washington state. New cases by day appear to be stabilizing. Deaths are a lagging indicator. 91% of deaths so far have been age 60 and above. No time to be complacent. Observe current guidelines tomorrow for Easter. HTTPURL,UNINFORMATIVE,42,1
"A man from NY flew into the Clearwater area a couple of days ago, was feeling sick, came straight to my hospital. Was tested for Covid which came back positive today. He then left the hospital AMA and got into an Uber. The driver was unaware. This is how this is spreading!",INFORMATIVE,52,2
#SharekhanFNA Major auto companies #HeroMotocorp #MarutiSuzuki #BajajAuto #M&amp;M #TVSMotors #EicherMotors #Minda Industries #MothersonSumi #Lumax Group have announced plant lockdown till March 31/till further notice due to coronavirus; negative,UNINFORMATIVE,28,1
"NEW: @USER briefing calls on govt to go further to protect the 14.5m people in poverty from the impact of #covid19UK. Action needed for the self-employed, those caring for others, people relying on sick pay and Universal Credit. HTTPURL",UNINFORMATIVE,39,1
"The World Health Organization (WHO) has warned that the cases of Coronavirus could get to 1 million globally. According to the Director-General of WHO, Dr Tedros Ghebreyesus,even though relatively lower numbers of confirmed COVID-19 cases have HTTPURL",UNINFORMATIVE,37,1
"Didn't the angry leftist mob say they would do this? 🤬🤬 🛑 CPAC attendee tests positive for coronavirus; White House says Trump, Pence not in close proximity HTTPURL",INFORMATIVE,28,1
"@USER Great question.. Novel Coronavirus (COVID-19) Situation * 207,855 confirmed cases * 8,648 deaths * 166 countries, areas or territories with cases. Only 96k tested in the US so far. #WhereAreTheTests #WhereAreTheTestKits",INFORMATIVE,32,1
"Singapore ALMOST had the virus contained... so close, but now it has taken off again. SG growth at least not exponential. Total: 243 Discharged: 109 Critical: 13 #COVID19 HTTPURL HTTPURL",INFORMATIVE,30,1
"Wuhan revised COVID-19 death toll up by 50% Wuhan city,the capital of China's Hubei province where the global coronavirus pandemic originated last December,on Friday revised the number of deaths Read here :HTTPURL #Wuhan #Hubei #Xinhua #NationalHealthCommission HTTPURL",UNINFORMATIVE,37,1
A doctor working in a public hospital treating Covid-19 patients in Beijing said numerous cases of mysterious pneumonia outbreaks had been reported by health professionals in several countries last year. Re-examining the records and samples of these patients could reveal,UNINFORMATIVE,40,1
"@USER Yup. Duterte's ""suntukin ang veerus"" = Trump's ""covid is a hoax"" in January. Philippines being ""a model country in containing the virus"" = US doing a ""great job so much so that 15 cases will be down to 0 in a couple of days"". Pareho. Minsan mapapatawa ka na lang sa frustration.",UNINFORMATIVE,53,2
NY is one place I see consistent reports from. #COVIDー19 showed up there after us but positives are right about where ours are today. #WaState #seattlecoronavirus #NewYork,UNINFORMATIVE,27,1
"We love sharing useful information with you to help you #LiveWell. Just in case you missed it, here is our guide to what you need to know about COVID 19 and protecting yourself. Click here to read and share: HTTPURL #KomeshaCorona #FridayThoughts HTTPURL",UNINFORMATIVE,43,1
"#JUSTIN: Maharashtra: 39 people have been discharged from hospitals so far after recovering from the novel coronavirus infection, including 14 in Mumbai.",INFORMATIVE,22,1
Question for tomorrow’s briefing: is GM actually manufacturing ventilators?#coronavirus Because this news release is artfully written.,UNINFORMATIVE,16,0
Hobart has its “first” case or COVID and everyone I see is freaking out about it 🙄😂,INFORMATIVE,17,0
"🇨🇦 🦠 Law exam postponed in Massachusetts; trials delayed in Maine 🦠 🇨🇦 - Sat, 04 Apr 2020 #Coronavirus #COVID19Pandemic #COVIDCanada HTTPURL",UNINFORMATIVE,22,1
"Vice President Pence and Members of the Coronavirus Task Force Hold a Press Conference... HTTPURL via @USER Great presser. Also shows how actively involved the President @USER &amp; VP @USER actually are, along with highly-qualified experts, re: COVID19.",UNINFORMATIVE,38,1
#StayHome home appears on one of the tallest Skyscrapers in the #world. @USER joins the move for global awareness against #coronavirus in different languages. #InsiteOOH #StayTuned🤙 #ThirdAnniversary✌️ #Insiteooh_3rdAnniversary✌️ HTTPURL HTTPURL,UNINFORMATIVE,30,1
"#COVID-19 | There were 99 fresh cases of infection in China, according to the National Health Commission, with a rise in new #coronavirus cases outside the virus epicentre of #Hubei province for a third consecutive day. HTTPURL",INFORMATIVE,37,1
"@USER @USER #TrumpLiedAmericansDied As of Apr 14, more than 30,000 Americans have died, more than in ANY other country! WOW! Is America ever going to tire of being number one? Great numbers; Putin loves you baby! Let’s see how quickly you reach 100,000. Are you tired of winning yet? #COVID19 HTTPURL",INFORMATIVE,51,2
Mientras en #ReinoUnido In #UK it looks like the light is getting it's way Doing nothing: 510.000 deaths Slow spread: 250.000 deaths Drastic measure: 20.000 deaths Regular flu: 8.000 deaths/year HTTPURL #coronavirus #COVID19 #Covid_19 #covid19UK #CoronaCrisisuk HTTPURL,UNINFORMATIVE,37,1
"Some MD's are using Oral (hydroxy)chloroquine Plus azithromycin to treat #COVID19 patients w/ success. The drugs are readily available. Another one, remdesivir, is still investigational &amp; being used at select hospitals - it's given IV (intravenously) once daily for 5 days. 1 of 2",UNINFORMATIVE,44,1
1. Borno Deputy Gov. Usman Umar Kadafur in a #COVID-19 preventive greeting etiquette with arrival passenger at the Maiduguri Intl Airport. 2. Health services at Maiduguri International Airport checking the temp of Hon Comm. for Health Dr. Salihu Kwayabura 📸 @USER @USER HTTPURL,UNINFORMATIVE,43,1
"1/""The Los Angeles Unified School District — like many others around Southern California — has closed all of its campuses in an effort to slow the spread of the coronavirus outbreak.",UNINFORMATIVE,31,1
❌QUESTION ... did they receive a Ventilator when required - l am aware these are in short suppy❌CMO for England announces first death of patient with COVID-19 HTTPURL,INFORMATIVE,28,1
#EverydayHero Medical teams from all over the country who worked on the front line in Hubei province are returning home. They are welcomed with pride and saluted by their community. #coronavirus #Covid_19 HTTPURL,UNINFORMATIVE,33,1
@USER $Yasmineata plzzzz my college is kicking me out of my apartment bc #Covid_19 🤢🥴,UNINFORMATIVE,15,0
Gov. Wolf Confirms First 2 Cases Of Coronavirus In Pennsylvania – CBS Pittsburgh HTTPURL,INFORMATIVE,14,0
"Today in Italy we have 4636 #coronavirus cases, 197 deaths (4.2% of cases), 523 recoveries. See HTTPURL for worldwide graphs, and HTTPURL for chatting and updates. I am still okay, but the death rate keeps rising, higher than China, yikes!",INFORMATIVE,40,1
"A 98-year-old woman has recovered from the novel coronavirus after being diagnosed with severe lung infection and heart failure. The former patient, Hu Hanying, was discharged yesterday along with her 54-year-old daughter, known by her surname Di HTTPURL",INFORMATIVE,38,1
"China's #coronavirus recovery is 'all fake,' whistleblowers and residents claim HTTPURL via @USER #CoronaVirusUpdate",UNINFORMATIVE,14,0
"Cares Act: Answering 401(k) questions: If I took a $75,000 distribution from my IRA on Feb. 2, is that eligible for the Cares Act waiver of 10% penalty? -Barron's HTTPURL #401k #401ks #taxes #retirement #RetirementPlanning #coronavirus #COVID #COVID19 #savings",UNINFORMATIVE,39,1
"#PressPlay: A mother &amp; daughter quarantined on the Grand Princess cruise ship off the coast of California, US say they found out 21 people aboard had tested positive for #coronavirus by watching Vice President Mike Pence on TV. HTTPURL #CoronaVirusUpdates",INFORMATIVE,40,1
"New guidance says patients with Inflammatory Bowel Disease are not at increased risk of Covid-19- Prof Laurence Egan, IBD Lead, NCP for Gastroenterology &amp; Hepatology @USER &amp; @USER HTTPURL HTTPURL",UNINFORMATIVE,30,1
So many of the newest cases of #COVIDー19 in the US trace back to Italy travel. Did we not check those passengers like we did China? @USER,UNINFORMATIVE,27,1
⚠️If you get infected with #COVID19 on the job - you should be filing for an injury report to the workplace and potentially claim workers comp! See guidance from PA meantime...,UNINFORMATIVE,31,1
"Nepal’s first reported case of the new coronavirus was on January 13, when a 32-year-old Wuhan returnee tested positive. He was taken to Shukraraj Hospital and was cured in 10 days. HTTPURL",INFORMATIVE,32,1
"BREAKING:: LEXINGTON, Ky. (WKYT) - Mayor Linda Gorton has declared a state of emergency for Lexington in the wake of Kentucky's first case of the coronavirus.",INFORMATIVE,26,1
"The Maryborough Centre, part of St Fintans Healthcare campus in Portloais, where eight residents died of #Covid_19 over the weekend. Local representatives have called it an ""absolute tragedy"". #coronavirusireland HTTPURL",INFORMATIVE,30,1
"A Virginia pastor who told his congregants, “God is larger than this dreaded virus” died of the new coronavirus the day before Easter, his church said. HTTPURL HTTPURL",INFORMATIVE,28,1
"Flanagan asks those to think of Sen. James Seward (R-Oneonta), who has been battling cancer and tested positive for #COVIDー19. ""He's having a tough time,"" Flanagan says. #nybudget",INFORMATIVE,28,1
"This morning MSDH is reporting 60 new cases of COVID-19 in Mississippi in 28 counties. The state total of #coronavirus cases is now 140, with one death. More details and important preventive steps at HTTPURL HTTPURL",INFORMATIVE,36,1
"Lagos state commissioner of health has confirmed that a 36 year old man has died of Coronavirus in Lagos state. His death was announced by Professor Akin Abayomi, on Twitter today April 5. HTTPURL",INFORMATIVE,34,1
"@USER Well stated! #TrumpSmackdownsMSM The daily #Covid_19 updates can cause a lot of angst in this current environment and these horrible so called reporters are looking for a gatcha moment! So, for me it’s like watching a #TrumpRally And I’m looking forward 2the next #CorvidUpdate HTTPURL",UNINFORMATIVE,46,2
"@USER MORE: Here's a county by county breakdown of the total number of coronavirus cases in Ohio, as of April 11, 2020. HTTPURL HTTPURL",UNINFORMATIVE,24,1
"Yung Diamond Princess where 1 passenger was found + w/ COVID-19 will be disinfected for 3 months in drydocking. Sa Greenhills, where 1 Muslim trader was found + w/ the virus will be on ""business as usual"" except for the prayer room. Hindi ba mukhang RACIST/PERA si Mayor Zamora?",INFORMATIVE,49,2
"Today @USER reports on a 'good news' coronavirus story, the recovery of a 99-year-old: HTTPURL Marmalade sandwiches are given credit. #coronavirus #covid19 #marmalade HTTPURL",INFORMATIVE,24,1
"#Breaking: New York City has 5,151 confirmed #COVID19 cases -- that is about 1/3 of all the #coronavirus in the US and 29 died. For God sake #StayatHome HTTPURL",INFORMATIVE,29,1
drove myself to the grocery store anlakas maka tita bought myself &amp; my furbaby goodies. yun na yung una kong labas in 2 weeks quarantine time. let's not forget to disinfect as soon as we got home in case ure going out. stay covid-free y'all!,UNINFORMATIVE,45,2
We were notified this morning by the State Laboratory of Public Health that a person residing in Davie County has tested positive for coronavirus (COVID-19). Read more: HTTPURL HTTPURL,INFORMATIVE,29,1
"Despite the constant negative press covfefe Covfefe = COVID-19 Q was right all along! Schumer a snake, pelosi a snake! Praise Q! You'll be sick of winning 💪 #Anon #QAnon",UNINFORMATIVE,30,1
"Once again, @USER was right! Deep State #DrFauci was being unnecessarily negative. Optimism and hope IS the remedy to this crisis. Negativity only fuels the left's narrative! Dr. Oz: My 'jaw dropped' at hopeful coronavirus trial results HTTPURL",UNINFORMATIVE,38,1
Florida confirms 2 Coronavirus Deaths Coast-to-Coast Washington State to Florida This is horrible &amp; huge Stay Safe!,INFORMATIVE,17,0
"BREAKING: First Utah confirmed case (besides other transfer). We will be Seattle in a week. Bunker down, friends. #covid19 #coronavirusslc HTTPURL",INFORMATIVE,21,0
"(CNN)President Donald Trump's White House appears powerless to halt an increasingly tragic trajectory in the coronavirus pandemic as the death toll climbed by nearly 1,000 on a single, dark day. HTTPURL",INFORMATIVE,31,1
@USER I have a question for Dr's Gupta &amp; Fauci: If you get Coronavirus &amp; recover is it possible to get sick from it a 2nd time?,UNINFORMATIVE,27,1
BRITISH boxing legend Nigel Been has been left devastated after his beloved brother Mark died of coronavirus. The former two-weight world champion revealed the tragic news on Instagram tonight in a… HTTPURL,INFORMATIVE,32,1
"Everyone listed as a COVID death did not necessarily die from the coronavirus. It means they had tested positive at the time they passed. They may have died from an ""alternate cause"" @USER director Dr. Ngozi Ezike said. Either way, it would be classifed as a COVID death.",UNINFORMATIVE,48,2
"Children and COVID. 1391 kids tested from January 28 through February 26, 2020, a total of 171 (12.3%) were confirmed to have SARS-CoV-2 infection. 3 critical (all had comorbidities), 1 died multiorgan failure. HTTPURL",INFORMATIVE,34,1
"The Centers for Disease Control and Prevention on Wednesday released its first batch of data on #coronavirus patients in the U.S., showing that while older adults are more likely to experience severe problems with the virus, younger adults are also falling HTTPURL HTTPURL",UNINFORMATIVE,43,1
"Four cases of #COVID19 have been reported from the Denton State Supported Living Center, one of which was counted among the new cases reported Friday. This brings the county's total to 18 cases @USER HTTPURL HTTPURL",INFORMATIVE,36,1
"A 55-year-old Florida Keys man died Thursday of COVID-19-related causes, according to the Florida Department of Health in Monroe County. HTTPURL",INFORMATIVE,21,0
"Cab Min Gove told BBC that the Prime Minister was ""not on a ventilator"" but had ""received oxygen support."" Gove later said he was self-isolating at home b/c of a family member showing coronavirus symptoms. Gove said he was not displaying any symptoms and was continuing to work.",UNINFORMATIVE,48,2
"I can’t will Vandy to victory, argue the death penalty, help Bisons upset Bama and fight Covid-19 all at once. I’m running out of bandwidth here.",UNINFORMATIVE,26,1
Postmates says it will start ‘non-contact’ meal deliveries during the coronavirus outbreak HTTPURL #Tech #Technews #Ranzware,UNINFORMATIVE,16,0
60 @ 60 @ Money @ 10:00hrs •IMF approves $1 billion in emergency aid for Ghana. •Trump cuts World Health Organization funding over coronavirus as global death toll mounts. HTTPURL HTTPURL,UNINFORMATIVE,31,1
"•Mar 22, 2020 Sen. Rand Paul tests positive for coronavirus. Republican Kentucky senator Rand Paul tests positive for COVID-19 and will remain in quarantine, according to his official Twitter account. HTTPURL",INFORMATIVE,31,1
"Interesting that Australia has banned travel from China, Iran and South Korea but not Italy, which at this point has had more #covid19 deaths (197) than Iran (124) and Sth K (42) combined. I hate expressing lost lives as numbers, but idk how else to say this.",INFORMATIVE,47,2
More confirmation #FakeNewsCNN Jake Tapper under fire after admitting he didn't fact-check AOC on Trump-coronavirus claim HTTPURL,UNINFORMATIVE,17,0
"As coronavirus testing increases in the US, you’ll see a spike in the number of coronavirus cases. It will scare investors who will sell the stock market. — Ben Levisohn, Barron’s Roundtable",UNINFORMATIVE,32,1
Data Protection’s New World in the Time of COVID-19 - Usability and Automation (Video) HTTPURL #MrRecovery #Blog #ESGglobal HTTPURL,UNINFORMATIVE,19,0
"#CoronaVirusUpdate 🇪🇸 JUST IN: Not a “Good Friday” in Spain as it announces 605 new deaths brings #coronavirus total to 15,843 BUT some good news Spain's daily cases and deaths are down by almost a THIRD since their peaks LOCKDOWN has contained and even reduced the spread",INFORMATIVE,47,2
“An attendee at the Conservative Political Action Conference — a major annual right-wing gathering held in Maryland this February and attended by President Trump — tested positive Saturday for the novel coronavirus...” Soros and the commies did this HTTPURL,INFORMATIVE,39,1
"BREAKING: Three men – two in their 70s from Hampden and Berkshire counties and a third man in his 90s from Suffolk County– have died from COVID-19-related illness, bringing the total number of deaths from the novel coronavirus in #Massachusetts to five. HTTPURL",INFORMATIVE,43,1
"#Coronavirus in Italy: 20th February: 3 cases, 0 deaths 1st March: 1694 cases, 34 deaths 10th March: 9172 cases, 433 deaths 15th March: 24747 cases, 1809 deaths 18th March: 35713 cases, 2978 deaths 21st March: 53578 cases, 4825 deaths Almost 2000 deaths in 3 days!",INFORMATIVE,45,2
"In response to COVID-19, Latter-day Saint leaders announced that missionaries in Korea will be reassigned to temporary missions in their respective home countries. Church officials also announced the Seattle Washington Temple is now closed. HTTPURL",UNINFORMATIVE,35,1
"Again, dispelling the myth that African Americans aren't susceptible to COVID-19. At first, most Philly coronavirus patients were white. New cases are now primarily African-Americans. HTTPURL via @USER",UNINFORMATIVE,28,1
"Lakers: Frank Vogel says he hasn't been tested for coronavirus, doesn't know which Lakers tested positive HTTPURL HTTPURL",INFORMATIVE,18,0
COVID-19 test with a 45-minute detection time gets OK | The FDA confirmed its approval in a separate statement. It said the company intends to roll out the availability of its testing by March 30. HTTPURL,UNINFORMATIVE,36,1
Central Texas: Join us for the Governor’s #SmallBusiness Webinar Series on April 15! Local experts will discuss #COVID19 recovery resources for small businesses &amp; entrepreneurs. Register at HTTPURL &amp; continue to check in as we announce more dates! #TexasBizStrong HTTPURL,UNINFORMATIVE,40,1
@USER Don’t you feel like an A$$. All these Americans dead and/or infected by #COVID19 while you were out partying. Over 800 infected and over 30 dead in Oklahoma. You. Are. An. Idiot.,INFORMATIVE,33,1
Senator Paul Rand tested positive for the Coronavirus. The GOP says NOW this is a serious matter... Really??? so it wasn't serious while others died from it? What a crock of shit!!! karma is a bitch,INFORMATIVE,36,1
So far this week as a family we have watched: Toy story 4 Incredibles 2 Lion king (2019) Jungle Book Replacing Sky &amp; BT Sports with Cinema package since Tuesday has its benefits 👍 #familytime #StayAtHome #COVID19,UNINFORMATIVE,37,1
OKLAHOMA CITY — The State Department of Education announced Monday the closure of all K-12 public schools statewide until at least April 6 as the number of COVID-19 cases climb and the risk of community spread grows. HTTPURL,UNINFORMATIVE,38,1
"Given our base right of COVID-19 is increasing daily, you suspect said infection, isolate the patient and order further imaging to exclude other aspects of the Ddx for Dyspnea &amp; Cough. Non contrast CT Chest shows diffuse ground glass opacities HTTPURL",UNINFORMATIVE,41,1
Not one to say I told you so but at least 2 doctors today have refused to work until they get the necessary and essential PPE to keep them safe. There is absolutely no point swapping the life of a health care worker for the life of coronavirus patient. Sorry.,UNINFORMATIVE,50,2
"Guys. It takes an average of 23 days for a #COVID19 patient to die on a vent. So, we in the US, with our high cases...have 3 weeks before we see this initial 23,500 really fares. It's going to be a rapidly increasing DETECTION rate...but the deaths won't emerge for 3 weeks.",UNINFORMATIVE,52,2
"@USER @USER An Urgent Care Doc told me today that Donald Trump is directly responsible for all deaths that will come from the delays in testing. Covid19 can become deadly in vulnerable patients, but many could be saved if treatment is started promptly. Trump's CDC stalls testing by days.",UNINFORMATIVE,49,2
Well the decisions needed to be made long before Luca's parents became infected by #coronavirus. They need to shut down three elements that @USER says are the back bone of managing the #CoronavirusPandemic one of which is #ShutTheSchoolsNow so we can #FlattenTheCurve. #auspol,INFORMATIVE,43,1
"JUST IN: As of today, SA now has 240 confirmed cases of #Covid_19. There has been an increase of 38 from Friday’s announcement. #CoronavirusInSouthAfrica HTTPURL",INFORMATIVE,25,1
"It may change, but as of now Tamil Nadu stands in third position in the number of COVID-19 cases in the country : HS",UNINFORMATIVE,24,1
Coronavirus shelter in place order. Earthquake. I think I’ll look at this beautiful sunset and just breathe. #COVID19 #ShelterInPlace #StayHomeSaveLives #SunsetsMakeItBetter #LakeTahoe HTTPURL,UNINFORMATIVE,23,1
"This is the equivalent of saying, ""60% of us are up to our neck in shit. The other 40% are just taller, and the shit's still rising."" Nearly 60% of the passengers on an Antarctic cruise ship have tested positive for the coronavirus HTTPURL via @USER",UNINFORMATIVE,46,2
"@USER @USER David, the first two stories at 1230 were about the ongoing PPE shortages in hospitals in England and the death of a British Transport Police officer from Covid-19. Hardly ""ignoring what's going on"" here.",UNINFORMATIVE,36,1
"@USER United States records nearly 2,600 #coronavirus deaths in 24 hours - a new record and the heaviest daily toll of any country, Johns Hopkins University reports: AFP news agency or #IndiaFightsCorona me #CoronaJihaad chal rahaa hai HTTPURL",INFORMATIVE,38,1
@USER Gov. Cuomo said he has already identified four sites to build temporary hospitals to help deal with the surging cases of coronavirus in New York. HTTPURL,UNINFORMATIVE,27,1
"Hand Sanitizer or hand washing which is better against Coronavirus? Because Soap has mild antibacterial properties, but it does not kill viruses. Please use Kazima sanitize &amp; Aloe Vera Gel. Distributor &amp; Wholesaler Enquiry: Delhi- +91-7303128760 HTTPURL",UNINFORMATIVE,37,1
"Four people in the same family have died from #coronavirus in the US state of New Jersey, with three more relatives in hospital. #Covid_19 UPDATES HTTPURL",INFORMATIVE,26,1
"Trust me, we are not prepared. So many people in India, one room homes have 5 to 6 family members. Instead, let's pray, #COVID19 just vanishes miraculously. HTTPURL",UNINFORMATIVE,28,1
"Apparently Mike Pence promises ""a very fulsome investigation"" into the coronavirus outbreak at the Kirkland nursing home. If there's one thing we can count on Mike Pence for, it's a fulsome investigation! Wish this was the headline, instead of just ""Pence says 'We're with you.'""",UNINFORMATIVE,45,2
"I smell so much coronavirus in Charleston, SC. Sell your Food + Wine tickets! #coronavirus",UNINFORMATIVE,15,0
@USER The number of people in the US who have died from COVID-19 could fill Fenway Park. Pants are the least of anyone's problems.,UNINFORMATIVE,24,1
"#Coronavirus Easter peak for virus? Matt Hancock was asked &amp; said..“Im not going to steer you away from that “ Stay home. Exclusive: UK's worst case coronavirus toll is 50,000 dead but UK is not on course for that - source | Article [AMP] | Reuters HTTPURL",UNINFORMATIVE,47,2
"#KashmirisUnderCOVIDThreat he number of coronavirus cases in Pakistan reached 1,526 on Sunday, amid officials stepping up efforts to contain the fast-spreading deadly viral infection. HTTPURL",INFORMATIVE,25,1
"We have 1 COVID case in immokalee. I can’t stress this shit enough, that’s all we need for this shit too spread like wild fire. STAYYYYYY HOME!!!",INFORMATIVE,27,1
"The #COVID19 pandemic has thrown a bigger challenge, and businesses now need an appropriate #disasterrecovery policy to draft an effective #businesscontinuityplan. Here are the important components needed to build the best business continuity plan. HTTPURL",UNINFORMATIVE,35,1
"Newfoundland and Labrador has experienced its first death due to COVID-19, CBC News has learned. The patient — a retired man in the province's Eastern Health region — died about 3 days after being hospitalized. More details are expected this afternoon. HTTPURL",INFORMATIVE,42,1
Sunday Awesome News ~ ITALY: 101-year old man who was born during the Spanish Flu pandemic has recovered from a coronavirus infection,INFORMATIVE,22,1
"Mulvaney for Meadows is a side show. Good people at CDC are struggling with Trump's coronavirus cover-up. Whistleblowers soon will step up because they're in the business of protecting Americans, not allowing them to die for politics HTTPURL via @USER",UNINFORMATIVE,40,1
@USER 💩 Where are TESTS? Where are MEDICAL SUPPLIES? Why can rich people &amp; trumpublican get tests &amp; we can't? Why did trump REFUSE WHO test kits when ours FAILED? Trump knew about COVID-19 since Dec/Jan. Trump &amp; rest of Trumpublicans are complicit &amp; for Increase in cases &amp; DEATHS!,UNINFORMATIVE,50,2
"Don't get me wrong, I absolutely think that #Iraq needs to act FAST. It has been FAR too slow in combating #COVID19 , esp considering that it shares borders w/ Iran. Iraq also needs to take BIG measures to prevent further social crowding. I'm just suspicious of KH's intentions",UNINFORMATIVE,49,2
A doctor friend of mine is telling me that the Covid-19 cases in Ghana isn't 19 but actually 32. And that it'll be announced soon.,INFORMATIVE,25,1
"Gov. Beshear announced the first case of coronavirus in KY. The patient is from Harrison Co. and is now in isolation at UK Chandler Hospital. UK spokesman, Jay Blanton said this person is not part of the UK Community. @USER",INFORMATIVE,40,1
The ECB Board has today agreed that no professional cricket will be played in England and Wales until at least May 28 due to the COVID-19 pandemic. Via @USER #Cricket #Covid19,UNINFORMATIVE,31,1
Breaking! #COVID19Lagos 1️⃣ Lagos has confirmed 7 new cases of #COVID19 bringing total confirmed cases in Lagos to18 2️⃣6 out of the 7 new cases have travel history outside Nigeria in the last one week 3️⃣One of the 7 new cases is a close contact of a confirmed case @USER @USER HTTPURL,INFORMATIVE,52,2
"Bonifacio Global City together with the city government of Taguig, ensures to prioritize the public health and safety of their citizens after Deloitte Philippines confirmed a COVID-19 infected employee. #SMNINews #coronavirus #publichealth HTTPURL",INFORMATIVE,33,1
"Hours after he was dismissed from command of his nuclear aircraft carrier for sounding alarms about a coronavirus outbreak, Navy Capt. Brett Crozier received a hero’s sendoff Friday from hundreds of sailors on his ship. HTTPURL",UNINFORMATIVE,36,1
"It is ""inevitable"" more health workers will die from #coronavirus Director of Royal College of Nursing in Scotland, was speaking after deaths of nurses Aimee O'Rourke &amp; Areema Nasreen, who had both tested positive HTTPURL",INFORMATIVE,35,1
@USER @USER Dr Catherine Motherway today said 107 and another 26 on ventilators in ICU with suspected covid 19. She was on one of the news programmes today. Think it was @USER,INFORMATIVE,32,1
"#Yemen If Any Covid19 Case Shows Up In Yemen, God Forbid, Then We Hold The SaudiCo Regimes &amp; Their Masters Full Responsibility. Game Over Gestapo, Your Biological Warfare Isn't Going To Break Will Of The People Of Yemen. Cholera &amp; Diptheria are examples HTTPURL",UNINFORMATIVE,44,1
Change of Time Today at 16:00 (CET) - How to handle the day after Coronavirus? Get some answers in a free Webinar with my good friend @USER #Bedigital #Digitallyflexible #digitaltransformation #digitalhuman HTTPURL,UNINFORMATIVE,32,1
"AXIOS: “Gilead shipped a batch of its investigational drug, called Remdesivir, to China after requesting — but not receiving — the federal approval from HHS that is required by law.” ⁦@USER $GILD #covid19 HTTPURL",UNINFORMATIVE,34,1
"Per HTTPURL , “...The man’s death came as the number of Covid-19 cases in Arizona spiked more than 50% in one day¬.. from 152 on Sunday to 235 on Monday¬.. according to the state health department.",INFORMATIVE,36,1
"My biggest concern is that London, ON will be hit with more cases of Covid 19 and it's going to cripple the healthcare system. The emerg rooms at UH and Vic are already so overwhelmed. Ontario healthcare is a delicate balance. It can't withstand an epidemic",UNINFORMATIVE,46,2
👏👏👏👏👏👏 Coronavirus: Landlord changes locks on California church after pastor intends to continue services HTTPURL Sent from my Samsung SM-G973U,UNINFORMATIVE,20,0
Kampala Metropolitan Police has set up a toll free hotline to coordinate the Presidential directives (Covid19) operations. In case of emergency call KMP JOC toll free line 0800300102.,UNINFORMATIVE,28,1
"Walmart, Dollar Tree And 7-Eleven Want To Hire 200,000 As Coronavirus Pandemic Continues #Topbuzz HTTPURL",UNINFORMATIVE,15,0
"We’ve suspected China was underreporting. I think we can look to other countries like Italy for more factual reporting, which does not look good for the US in a few weeks. I’m not panicking, but I am preparing. And nothing a republican says will change my mind about #coronavirus",UNINFORMATIVE,49,2
"Coronavirus Disease (COVID-19) – Statistics and Research by Max Roser, Hannah Ritchie and Esteban Ortiz-Ospina Case fatality rate globally = 3.48% Case fatality rate in China: 3.86% Case fatality rate for the rest of the world: 2.39% Link: HTTPURL",UNINFORMATIVE,39,1
"#BREAKING: Wolf Administration delays enforcement that all non-life-sustaining businesses in Pennsylvania must close their physical locations to slow the spread of COVID-19. Enforcement will now start at 8am on Monday, March 23rd. HTTPURL HTTPURL",UNINFORMATIVE,34,1
Longford County Council takes the lead in joining together local organisations to assist citizens during Covid-19. Dedicated community support helpline details: Telephone: 043 3344255 Email: covidsupport@USER HTTPURL,UNINFORMATIVE,27,1
"We just passed one million #COVID19 cases worldwide, 236K of which are in the U.S. Assuming current growth rates, the next million will likely take less than a week. HTTPURL",INFORMATIVE,30,1
LIVE: State health officials are giving an update after the first case of the novel #coronavirus case was confirmed in Utah. #KSLTV #COVIDー19 HTTPURL,INFORMATIVE,24,1
"@USER @USER Nice to know that #MikePence is working 24/7 &amp; #DonaldTrump is holding folks hostage who #voted for &amp; against him. Either way, they are #Americans &amp; wasn't his campaign built on #AmericaFirst #COVIDー19 #COVID19 #Covid19usa #coronavirus @USER @USER",UNINFORMATIVE,40,1
"Trump keeps saying it's all good,all under control🤬""Documents show undisclosed coronavirus cases at DHS"" Nearly 500 Homeland Security staff are quarantined b/c of the novel covid-19, &amp; at least 13 are confirmed or presumed COVID-19 positive""! #OneVoice1 HTTPURL",INFORMATIVE,38,1
"#COVID19 Updates. #SothSudan's fist positive patient is a 29 yo Dutch, who arrived in the country from Netherlands via Addis Ababa on 28 February. #SSOT HTTPURL",INFORMATIVE,26,1
